,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range
1295,POINT (36.826435072479775 0.282969314497649),0,168.0,58.05399,15.025,79.92021,713.0,52.892387,18.083334,130.0,80.0,17.1,18.083334,17.304167,17.0,268.0,7.9,268.0,16.733334,26.7,18.800001
1296,POINT (37.23067695033356 -1.091453070205219),0,26.0,117.03649,11.458334,74.89107,826.0,93.447205,21.083334,189.0,22.0,18.666666,21.316668,20.095833,6.0,378.0,12.9,330.0,18.4,28.2,15.300001
1297,POINT (40.060370095310056 -2.708420581620357),0,182.0,122.38165,7.45,66.51786,933.0,65.70041,26.050001,205.0,81.0,27.15,27.383333,26.0,10.0,433.0,20.7,193.0,24.4,31.9,11.199999
1298,POINT (37.06898019919205 1.010604694634461),0,39.0,72.030876,13.591666,83.89918,781.0,91.55808,21.8,209.0,39.0,20.050001,21.8,20.795834,12.0,404.0,12.8,404.0,20.050001,29.0,16.2
1299,POINT (38.20085745718265 1.010604694634461),0,0.0,82.61243,11.575,80.381935,370.0,125.27429,25.233334,113.0,0.0,24.2,26.25,25.254168,0.0,182.0,18.3,161.0,24.2,32.7,14.400002
1300,POINT (39.979521719739296 3.355207586186412),0,5.0,132.83618,10.616667,69.8465,340.0,121.092186,26.033333,113.0,5.0,23.633333,27.05,25.25,1.0,185.0,18.6,43.0,23.633333,33.8,15.199999
1301,POINT (40.788005475446866 4.163691341893982),0,0.0,112.71699,10.941668,73.930176,287.0,119.9561,26.133333,89.0,0.0,24.0,26.833334,25.3125,0.0,158.0,18.9,27.0,24.0,33.7,14.800001
1302,POINT (39.251886339602486 1.495694948059003),0,1.0,96.43947,11.008332,75.91953,310.0,132.79782,28.316666,113.0,1.0,26.25,28.65,27.4875,0.0,154.0,20.8,151.0,26.25,35.3,14.5
1303,POINT (40.46461197316384 -0.040424187785379),0,27.0,128.1039,10.166666,71.09557,348.0,92.68171,28.449999,87.0,25.0,26.766666,29.916666,28.316666,4.0,153.0,21.8,120.0,26.65,36.1,14.299999
1304,POINT (38.12000908161189 -3.67860108846944),0,25.0,169.54262,11.216666,68.8139,628.0,77.47892,23.55,109.0,25.0,20.583334,24.7,22.808334,5.0,265.0,14.9,184.0,20.583334,31.2,16.300001
1305,POINT (38.03916070604113 2.789268957191114),0,2.0,117.86855,10.441667,73.53286,260.0,108.3165,27.05,77.0,2.0,24.683332,27.683334,26.220833,0.0,128.0,19.3,55.0,24.683332,33.5,14.200001
1306,POINT (38.60509933503643 2.223330328195815),0,1.0,105.51011,11.591667,74.78495,314.0,119.8732,27.533333,103.0,1.0,25.45,28.133333,26.7625,0.0,158.0,19.5,54.0,25.45,35.0,15.5
1307,POINT (40.868853851017626 2.950965708332628),0,6.0,130.20087,11.416667,72.71763,313.0,117.295395,28.15,93.0,6.0,25.466667,28.733334,27.075,1.0,153.0,20.1,129.0,25.466667,35.8,15.699999
1308,POINT (38.12000908161189 1.414846572488246),0,0.0,80.9321,11.416666,79.28241,367.0,121.57845,25.916668,110.0,0.0,24.066666,26.1,25.1,0.0,171.0,18.1,167.0,24.066666,32.5,14.4
1309,POINT (36.179648067913725 1.172301445775975),0,196.0,69.53853,14.783333,84.4762,657.0,51.76782,21.383333,102.0,69.0,20.916666,21.816668,20.858334,17.0,252.0,12.3,241.0,20.083334,29.8,17.5
1310,POINT (36.098799692342965 -2.061633577054302),0,5.0,123.46943,11.683333,73.94515,345.0,84.00458,26.3,69.0,5.0,23.266666,26.3,25.058332,1.0,175.0,17.3,147.0,23.266666,33.1,15.799999
1311,POINT (38.12000908161189 -0.444666065639163),0,0.0,125.57973,11.008333,72.90287,593.0,122.413956,23.666666,175.0,0.0,21.3,24.4,23.070833,0.0,317.0,15.7,229.0,21.3,30.8,15.099999
1312,POINT (39.09018958846097 -3.67860108846944),0,100.0,144.39726,9.425,67.80576,707.0,50.288853,24.483334,108.0,85.0,22.25,25.65,24.0625,27.0,265.0,17.4,145.0,22.216667,31.3,13.9
1313,POINT (40.62630872430535 0.606362816780677),0,21.0,129.27832,11.516666,73.35456,363.0,103.02649,29.916668,104.0,19.0,27.333334,30.466667,28.841667,5.0,161.0,21.7,139.0,27.216667,37.4,15.700001
1314,POINT (36.826435072479775 2.061633577054301),0,111.0,81.97721,10.675,79.07408,629.0,56.81907,17.683332,124.0,101.0,15.816667,17.85,16.779167,20.0,261.0,10.3,213.0,15.783333,23.8,13.499999
1315,POINT (38.76679608617795 -2.708420581620357),0,65.0,142.67667,9.775,68.83803,875.0,76.880394,25.6,167.0,65.0,23.166668,26.683334,25.104166,19.0,379.0,18.2,289.0,23.166668,32.4,14.200001
1316,POINT (38.2817058327534 -0.444666065639163),0,0.0,124.080696,11.075,73.344376,549.0,129.1278,23.183334,187.0,0.0,20.866667,23.949999,22.6125,0.0,326.0,15.3,188.0,20.866667,30.4,15.099999
1317,POINT (35.04777080992313 4.325388093035495),0,87.0,76.76583,14.591666,84.83527,453.0,57.894833,28.033333,90.0,62.0,28.333334,28.816666,27.704166,10.0,200.0,19.6,89.0,26.883333,36.8,17.199999
1318,POINT (37.715767203758105 0.444666065639163),0,11.0,75.55853,13.0,80.24692,648.0,106.00597,23.05,180.0,11.0,22.666666,24.216667,23.35,3.0,324.0,15.9,244.0,22.666666,32.1,16.199999
1319,POINT (40.54546034873459 2.546723830478843),0,7.0,128.49583,11.008333,71.9499,327.0,114.92289,28.016666,94.0,7.0,25.466667,28.716667,27.045834,1.0,156.0,20.3,41.0,25.466667,35.6,15.299999
1320,POINT (41.03055060215914 -1.657391699200518),0,143.0,109.48919,6.8666663,67.32025,736.0,91.55594,27.083334,201.0,31.0,27.966667,28.25,26.966667,3.0,433.0,22.3,148.0,25.533333,32.5,10.200001
1321,POINT (37.14982857476281 0.444666065639163),0,103.0,63.905407,13.041667,83.06794,765.0,72.22639,18.8,156.0,93.0,17.883333,18.8,18.029167,18.0,311.0,10.5,239.0,17.383333,26.2,15.700001
1322,POINT (36.50304157019675 -0.040424187785379),0,286.0,63.865376,14.183333,82.46124,893.0,40.347355,13.816667,120.0,122.0,14.9,15.349999,14.466666,33.0,308.0,6.2,257.0,13.716667,23.4,17.2
1323,POINT (36.988131823621295 1.980785201483545),0,28.0,77.61965,12.091666,81.700455,373.0,82.91845,23.65,90.0,24.0,21.866667,23.783333,22.770834,4.0,181.0,15.5,151.0,21.85,30.3,14.799999
1324,POINT (36.42219319462599 -1.980785201483545),0,10.0,127.48365,12.058333,73.97751,467.0,85.20731,23.466667,116.0,10.0,20.85,24.0,22.704166,2.0,234.0,15.0,154.0,20.85,31.3,16.3
1325,POINT (41.1113989777299 3.031814083903384),0,6.0,127.661835,11.458333,72.98301,314.0,118.029945,28.233334,96.0,6.0,25.633333,28.833334,27.195833,1.0,157.0,20.3,128.0,25.633333,36.0,15.700001
1326,POINT (40.868853851017626 3.274359210615655),0,4.0,131.72154,10.858334,71.43641,307.0,119.46928,27.233334,95.0,4.0,24.6,27.933332,26.2375,0.0,157.0,19.6,35.0,24.6,34.8,15.199999
1327,POINT (38.8476444617487 3.274359210615655),0,12.0,153.30205,9.883333,65.88889,399.0,105.56654,26.133333,123.0,11.0,23.783333,27.483334,25.416666,3.0,216.0,18.7,63.0,23.533333,33.7,15.0
1328,POINT (34.40098380535707 0.444666065639163),0,397.0,65.01166,12.15,83.21918,1732.0,43.062553,21.9,273.0,235.0,22.6,22.866667,22.041666,54.0,671.0,15.2,285.0,21.2,29.8,14.599999
1329,POINT (36.179648067913725 0.687211192351434),0,229.0,64.70211,13.933333,84.95935,673.0,49.37117,22.283333,102.0,75.0,22.616667,23.416666,22.55,22.0,249.0,14.6,164.0,21.833332,31.0,16.4
1330,POINT (36.01795131677221 0.121272563356135),0,279.0,62.284477,14.741667,84.2381,918.0,41.001556,20.616667,131.0,113.0,20.566666,21.116667,20.304167,25.0,309.0,12.0,234.0,19.55,29.5,17.5
1331,POINT (37.715767203758105 2.304178703766572),0,4.0,99.61286,11.166667,77.546295,287.0,103.84788,25.816666,78.0,3.0,23.733334,26.15,24.95,0.0,137.0,17.8,127.0,23.65,32.2,14.400002
1332,POINT (40.70715709987611 2.950965708332628),0,5.0,128.5253,11.058333,72.276695,316.0,118.594604,27.783333,96.0,5.0,25.216667,28.45,26.7875,1.0,157.0,20.0,39.0,25.216667,35.3,15.299999
1333,POINT (39.171037964031726 1.738240074771274),0,1.0,99.46448,11.550001,75.98684,318.0,126.94172,28.266666,112.0,1.0,26.216667,28.683334,27.475,0.0,162.0,20.5,50.0,26.216667,35.7,15.200001
1334,POINT (36.826435072479775 -0.768059567922191),0,220.0,112.92512,12.091666,76.04822,1743.0,75.036095,15.783333,383.0,195.0,13.283333,16.016666,14.795834,57.0,838.0,7.6,574.0,13.216667,23.5,15.9
1335,POINT (36.58388994576751 0.282969314497649),0,206.0,58.754444,15.641666,80.21368,769.0,46.97316,18.55,135.0,97.0,17.633333,18.55,17.745832,25.0,273.0,8.0,273.0,17.1,27.5,19.5
1336,POINT (35.12861918549388 3.436055961757169),0,80.0,58.749573,14.583333,89.4683,343.0,59.78519,28.45,70.0,38.0,28.2,28.7,28.033333,7.0,154.0,20.1,123.0,27.35,36.4,16.300001
1337,POINT (39.65612821745627 -4.001994590752469),0,202.0,142.9717,8.05,64.91936,1059.0,73.17093,26.25,263.0,92.0,27.8,27.9,26.3,15.0,508.0,20.4,213.0,24.466667,32.8,12.4
1338,POINT (35.371164312206155 1.819088450342031),0,205.0,60.017372,12.075001,83.85417,576.0,52.147114,22.566666,88.0,56.0,23.25,23.833334,23.004168,13.0,214.0,16.1,146.0,22.3,30.5,14.4
1339,POINT (36.26049644348448 0.202120938926892),0,275.0,65.6379,13.483333,83.23045,848.0,41.235645,14.616667,117.0,111.0,15.733334,16.283333,15.458333,31.0,275.0,7.7,203.0,14.616667,23.9,16.2
1340,POINT (34.88607405878161 1.091453070205218),0,369.0,91.712456,13.625,79.67836,1068.0,50.88223,18.55,145.0,89.0,19.216667,19.666666,18.495832,19.0,390.0,11.0,121.0,17.4,28.1,17.1
1341,POINT (38.76679608617795 0.121272563356135),0,0.0,104.75348,10.641666,76.01192,377.0,130.9673,25.966667,130.0,0.0,24.316668,26.95,25.7125,0.0,223.0,19.1,131.0,24.316668,33.1,13.999998
1342,POINT (34.7243773076401 0.687211192351434),0,459.0,68.803345,12.591666,83.38852,1561.0,43.783234,20.433334,233.0,173.0,20.966667,21.3,20.445833,45.0,601.0,13.4,398.0,19.583334,28.5,15.1
1343,POINT (34.88607405878161 0.687211192351434),0,525.0,71.80966,12.758333,82.84632,1461.0,48.3987,19.766666,200.0,146.0,20.183334,20.633333,19.729166,37.0,542.0,12.6,338.0,18.816668,28.0,15.4
1344,POINT (36.907283448050535 -0.687211192351434),0,223.0,106.062454,12.216667,77.81316,1827.0,81.47805,17.183334,422.0,200.0,14.85,17.35,16.258333,49.0,900.0,9.2,591.0,14.766666,24.9,15.7
1345,POINT (35.93710294120145 1.495694948059003),0,188.0,68.2395,12.625,82.516335,605.0,53.63922,22.066668,90.0,61.0,21.9,22.65,21.720833,15.0,235.0,14.3,155.0,20.933332,29.6,15.3
1346,POINT (40.30291522202233 1.253149821346732),0,11.0,114.37825,10.841666,73.25451,332.0,107.56342,28.35,96.0,10.0,27.183334,29.95,28.4875,3.0,152.0,21.8,132.0,27.1,36.6,14.799999
1347,POINT (36.58388994576751 -1.414846572488247),0,63.0,128.64386,12.216667,74.040405,798.0,78.693665,21.3,179.0,50.0,19.05,21.95,20.558334,15.0,404.0,13.1,171.0,18.75,29.6,16.5
1348,POINT (36.26049644348448 1.172301445775975),0,168.0,71.42888,15.758333,85.18018,621.0,56.555923,22.45,103.0,64.0,22.033333,22.916666,21.945833,16.0,259.0,12.9,249.0,21.133333,31.4,18.5
1349,POINT (38.8476444617487 1.091453070205218),0,0.0,85.5065,11.066667,79.04761,312.0,136.93234,28.033333,112.0,0.0,25.85,28.033333,26.975,0.0,149.0,20.4,149.0,25.85,34.4,14.000002
1350,POINT (40.788005475446866 0.444666065639163),0,29.0,133.08333,10.891666,71.6557,369.0,92.76525,28.683334,93.0,25.0,27.066668,30.316668,28.645834,6.0,162.0,21.7,127.0,26.95,36.9,15.200001
1351,POINT (40.30291522202233 2.223330328195815),0,8.0,127.73965,10.5,70.00001,356.0,110.55815,27.449999,103.0,8.0,25.033333,28.266666,26.558332,2.0,173.0,20.1,49.0,25.033333,35.1,14.999998
1352,POINT (39.413583090744 -1.253149821346732),0,30.0,134.44894,9.633333,69.30456,491.0,94.405106,27.466667,124.0,30.0,25.15,28.533333,26.991667,3.0,254.0,20.4,151.0,25.15,34.3,13.9
1353,POINT (39.49443146631476 -0.202120938926893),0,9.0,119.07471,10.533334,74.17841,325.0,110.60439,28.45,92.0,9.0,26.716667,29.75,28.283333,2.0,174.0,21.6,113.0,26.716667,35.8,14.199999
1354,POINT (39.00934121289021 2.870117332761871),0,6.0,141.52513,9.708334,66.49542,349.0,113.342964,26.616667,111.0,6.0,24.133333,27.783333,25.879168,1.0,184.0,19.3,53.0,24.133333,33.9,14.600002
1355,POINT (36.26049644348448 -1.33399819691749),0,55.0,119.59842,13.416667,76.66667,665.0,74.221146,22.583332,148.0,47.0,20.483334,23.133333,21.891666,13.0,338.0,13.8,165.0,20.15,31.3,17.5
1356,POINT (34.7243773076401 -1.010604694634462),0,305.0,68.10198,11.533333,81.79669,1645.0,34.976917,19.516666,247.0,305.0,18.2,19.933334,19.083334,74.0,596.0,12.3,344.0,18.2,26.4,14.099999
1357,POINT (40.62630872430535 -2.142481952625059),0,187.0,114.51725,7.0750003,66.74529,984.0,88.71743,27.316668,274.0,64.0,28.3,28.55,27.2375,6.0,561.0,22.5,182.0,25.75,33.1,10.599998
1358,POINT (39.251886339602486 -4.325388093035496),0,208.0,158.83574,8.799999,65.67164,1010.0,61.0482,24.65,204.0,105.0,26.683334,26.683334,24.883333,19.0,439.0,18.4,105.0,22.883333,31.8,13.4
1359,POINT (34.96692243435237 -1.33399819691749),0,169.0,76.66336,12.533334,81.91721,1159.0,39.87008,20.266666,182.0,169.0,18.683334,20.583334,19.75,38.0,437.0,12.2,308.0,18.683334,27.5,15.3
1360,POINT (34.1584386786448 4.244539717464739),0,158.0,106.81333,12.816667,80.60798,557.0,43.856644,26.033333,84.0,62.0,26.3,26.816666,25.4,7.0,202.0,18.2,93.0,24.116667,34.1,15.899998
1361,POINT (36.74558669690902 0.848907943492947),0,142.0,73.09188,15.033334,83.51852,690.0,56.949226,18.966667,131.0,80.0,17.800001,18.966667,17.916666,19.0,280.0,9.1,280.0,17.15,27.1,18.0
1362,POINT (38.68594771060719 0.040424187785378),0,0.0,105.690346,10.583333,75.595245,383.0,130.1307,26.05,132.0,0.0,24.35,27.016666,25.775,0.0,225.0,19.1,132.0,24.35,33.1,13.999998
1363,POINT (36.907283448050535 1.172301445775975),0,51.0,74.893875,13.0,81.76101,679.0,80.33413,21.116667,162.0,51.0,19.266666,21.116667,20.05,13.0,339.0,12.1,339.0,19.266666,28.0,15.9
1364,POINT (39.332734715173245 2.789268957191114),0,5.0,138.588,11.325,69.05487,340.0,115.31813,26.983334,107.0,5.0,24.5,28.050001,26.195833,1.0,174.0,18.8,48.0,24.5,35.2,16.400002
1365,POINT (39.251886339602486 -1.010604694634462),0,15.0,129.62943,10.083333,71.00939,489.0,107.17605,27.583334,140.0,15.0,25.383333,28.666666,27.158333,3.0,268.0,20.4,159.0,25.383333,34.6,14.199999
1366,POINT (39.00934121289021 2.950965708332628),0,7.0,145.05489,9.233334,65.95238,355.0,113.04825,26.400002,114.0,7.0,23.866667,27.6,25.65,2.0,186.0,19.4,53.0,23.866667,33.4,14.000002
1367,POINT (37.55407045261659 2.6275722060496),0,8.0,94.70349,12.424999,78.63924,273.0,98.453415,28.133333,74.0,8.0,26.183332,28.583332,27.3875,1.0,135.0,19.5,55.0,26.183332,35.3,15.799999
1368,POINT (38.68594771060719 2.708420581620357),0,4.0,126.67892,9.541667,69.14251,329.0,114.24229,26.633333,105.0,4.0,24.35,27.616669,25.904167,1.0,167.0,19.6,55.0,24.35,33.4,13.800001
1369,POINT (39.73697659302703 -2.304178703766572),0,121.0,129.50664,8.366666,66.93333,677.0,53.68889,26.8,110.0,98.0,27.75,27.866667,26.408333,13.0,258.0,20.5,169.0,24.716667,33.0,12.5
1370,POINT (37.47322207704583 2.708420581620357),0,10.0,93.00845,12.558333,79.483116,270.0,97.12946,28.2,73.0,9.0,26.383333,28.633335,27.4625,1.0,134.0,19.6,54.0,26.283333,35.4,15.800001
1371,POINT (36.26049644348448 0.929756319063705),0,216.0,70.489365,14.308333,84.664696,703.0,54.50358,21.65,110.0,69.0,21.25,22.1,21.1625,17.0,271.0,12.9,260.0,20.35,29.8,16.9
1372,POINT (38.2817058327534 -0.52551444120992),0,0.0,123.315155,10.875,73.47973,580.0,129.7163,23.133333,197.0,0.0,20.816668,23.866667,22.554167,0.0,339.0,15.4,206.0,20.816668,30.2,14.800001
1373,POINT (40.30291522202233 -1.980785201483545),0,170.0,124.288124,7.6916666,66.884056,731.0,57.42226,27.15,136.0,71.0,28.45,28.566666,27.145834,9.0,320.0,21.8,154.0,25.533333,33.3,11.5
1374,POINT (38.524250959465675 0.282969314497649),0,0.0,96.973145,10.866667,77.61905,403.0,131.19647,25.583334,135.0,0.0,24.083332,26.483334,25.358334,0.0,226.0,18.7,151.0,24.083332,32.7,14.0
1375,POINT (37.95831233047038 1.253149821346732),0,2.0,76.85458,12.008333,81.13739,387.0,117.84315,25.466667,110.0,2.0,23.716667,25.6,24.679167,0.0,178.0,17.5,170.0,23.716667,32.3,14.799999
1376,POINT (39.81782496859778 -3.193510835044899),0,152.0,121.96234,8.341666,68.37431,795.0,54.240826,25.266666,148.0,90.0,26.466667,26.683334,25.254166,13.0,310.0,19.5,162.0,23.683332,31.7,12.200001
1377,POINT (39.251886339602486 -4.163691341893982),0,170.0,155.46303,9.041666,65.99756,831.0,49.203068,24.316666,140.0,102.0,26.25,26.25,24.5125,24.0,312.0,17.9,102.0,22.55,31.6,13.700001
1378,POINT (36.74558669690902 -1.57654332362976),0,70.0,127.519325,12.358334,72.696075,814.0,75.32308,20.65,184.0,56.0,18.35,21.216667,19.845833,16.0,393.0,11.9,298.0,18.033333,28.9,17.0
1379,POINT (38.12000908161189 -1.010604694634462),0,6.0,122.27638,10.466666,73.193474,771.0,121.61762,22.416666,247.0,6.0,20.1,23.133333,21.866667,1.0,427.0,15.0,278.0,20.1,29.3,14.299999
1380,POINT (39.65612821745627 -0.444666065639163),0,15.0,124.635826,10.183332,72.738106,358.0,103.014656,28.816666,92.0,15.0,27.0,30.166666,28.625,4.0,177.0,22.1,129.0,27.0,36.1,13.999998
1381,POINT (37.06898019919205 -2.304178703766572),0,14.0,140.65324,11.3,70.625,584.0,81.72852,22.016666,123.0,10.0,19.383333,22.55,21.116667,1.0,263.0,13.5,251.0,19.066666,29.5,16.0
1382,POINT (37.79661557932886 -1.819088450342031),0,9.0,133.42232,11.116667,70.8068,698.0,105.319786,22.633333,200.0,9.0,20.266666,23.633333,22.183332,1.0,363.0,14.6,246.0,20.266666,30.3,15.699999
1383,POINT (35.85625456563069 -1.33399819691749),0,86.0,98.88776,13.333334,79.84032,798.0,62.47344,19.6,163.0,70.0,17.783333,19.966667,18.966667,20.0,368.0,11.0,237.0,17.533333,27.7,16.7
1384,POINT (38.36255420832416 0.444666065639163),0,0.0,89.4512,11.25,78.67133,474.0,126.92546,24.55,156.0,0.0,23.25,25.45,24.416666,0.0,257.0,17.7,181.0,23.25,32.0,14.299999
1385,POINT (40.70715709987611 0.76805956792219),0,20.0,131.05345,11.533334,72.99578,371.0,102.23949,29.85,104.0,17.0,27.25,30.416668,28.775,4.0,166.0,21.6,141.0,27.133333,37.4,15.800001
1386,POINT (34.1584386786448 0.444666065639163),0,342.0,59.346172,11.916667,84.515366,1711.0,43.00189,22.566666,262.0,238.0,22.633333,22.9,22.158333,58.0,651.0,15.5,288.0,21.4,29.6,14.1
1387,POINT (37.23067695033356 0.040424187785378),0,159.0,66.366776,12.733334,78.11861,892.0,57.32561,15.333334,151.0,113.0,14.983334,15.366667,14.5,23.0,325.0,6.8,241.0,13.766666,23.1,16.3
1388,POINT (40.22206684645157 0.202120938926892),0,20.0,121.54936,11.016666,73.937355,359.0,101.98087,29.8,102.0,19.0,27.233334,30.233334,28.716667,5.0,161.0,21.8,139.0,27.15,36.7,14.900002
1389,POINT (34.7243773076401 1.172301445775975),0,469.0,71.77802,10.775001,80.410446,1318.0,48.484016,15.0,188.0,126.0,16.433334,16.766666,15.845834,28.0,485.0,9.7,164.0,14.983334,23.1,13.400001
1390,POINT (36.988131823621295 2.6275722060496),0,27.0,92.27245,9.525,75.595245,356.0,84.099556,23.583334,89.0,24.0,21.816666,23.983334,22.8625,3.0,169.0,16.7,146.0,21.633333,29.3,12.599998
1391,POINT (38.68594771060719 2.789268957191114),0,4.0,130.18271,9.841667,68.82284,338.0,113.62667,26.433332,108.0,4.0,24.083334,27.45,25.695833,1.0,173.0,19.1,57.0,24.083334,33.4,14.300001
1392,POINT (35.53286106334767 0.52551444120992),0,395.0,66.91667,12.174999,82.26352,1113.0,44.561848,17.616667,149.0,135.0,18.766666,19.333334,18.4375,32.0,395.0,11.5,253.0,17.616667,26.3,14.799999
1393,POINT (39.81782496859778 -3.274359210615655),0,173.0,122.08419,8.1,68.06723,924.0,61.209785,25.0,195.0,101.0,26.15,26.383333,24.949999,15.0,391.0,19.4,200.0,23.383333,31.3,11.9
1394,POINT (36.42219319462599 -0.040424187785379),0,320.0,66.37815,14.483334,82.291664,934.0,44.35571,13.6,136.0,117.0,14.8,15.15,14.283333,32.0,341.0,5.9,270.0,13.466667,23.5,17.6
1395,POINT (34.1584386786448 -0.040424187785379),0,152.0,62.466656,11.725,83.75001,1011.0,48.49692,22.783333,175.0,152.0,21.7,23.283333,22.504168,41.0,423.0,15.8,219.0,21.7,29.8,13.999999
1396,POINT (36.988131823621295 -0.444666065639163),0,103.0,95.70314,12.25,75.15337,986.0,68.05853,18.6,179.0,103.0,16.35,18.716667,17.7,32.0,426.0,10.2,292.0,16.35,26.5,16.3
1397,POINT (40.38376359759308 3.840297839610954),0,3.0,123.53609,10.775,71.35762,326.0,120.850784,24.866667,106.0,3.0,22.466667,25.616665,23.995832,0.0,182.0,17.5,38.0,22.466667,32.6,15.099998
1398,POINT (36.42219319462599 0.76805956792219),0,237.0,70.5001,13.441667,82.46422,789.0,50.992878,18.449999,119.0,81.0,18.083334,18.933332,17.995832,21.0,300.0,10.1,276.0,17.133333,26.4,16.3
1399,POINT (40.38376359759308 3.112662459474142),0,4.0,130.08449,10.916666,70.88744,311.0,120.54629,27.05,98.0,4.0,24.533333,27.85,26.141666,0.0,160.0,19.4,37.0,24.533333,34.8,15.4
1400,POINT (37.95831233047038 -2.708420581620357),0,18.0,153.32428,10.466666,68.85965,891.0,96.95141,21.283333,205.0,18.0,18.25,22.0,20.408333,4.0,416.0,13.2,221.0,18.25,28.4,15.2
1401,POINT (40.54546034873459 0.52551444120992),0,20.0,127.0312,10.608333,72.165535,338.0,99.07685,28.666666,89.0,19.0,27.15,30.266666,28.6625,5.0,155.0,21.9,122.0,27.05,36.6,14.699999
1402,POINT (40.141218470880816 1.495694948059003),0,10.0,111.11949,10.724999,72.46621,332.0,108.29117,29.366667,100.0,9.0,27.25,29.933334,28.470833,3.0,160.0,21.9,47.0,27.2,36.7,14.800001
1403,POINT (37.39237370147508 -1.657391699200518),0,10.0,134.10406,10.791667,70.53377,694.0,97.538574,20.5,174.0,7.0,18.366667,21.4,19.995832,1.0,314.0,12.7,278.0,18.033333,28.0,15.3
1404,POINT (38.2817058327534 1.414846572488246),0,0.0,81.21592,12.075,80.5,331.0,126.286835,27.35,108.0,0.0,25.5,27.550001,26.5625,0.0,161.0,19.3,155.0,25.5,34.3,15.0
1405,POINT (40.868853851017626 1.333998196917489),0,18.0,134.48553,11.133333,71.827965,379.0,101.337585,29.583334,101.0,17.0,26.966667,30.2,28.5,5.0,172.0,21.6,137.0,26.816666,37.1,15.499998
1406,POINT (38.2817058327534 3.112662459474142),0,6.0,129.58777,10.974999,71.73202,331.0,104.01334,26.566666,99.0,6.0,24.183334,27.516666,25.804167,1.0,169.0,18.6,64.0,24.183334,33.9,15.300001
1407,POINT (40.788005475446866 -2.142481952625059),0,192.0,110.62069,6.8583336,67.904274,1070.0,101.159195,27.383333,332.0,64.0,28.183332,28.5,27.2375,5.0,660.0,22.8,209.0,25.8,32.9,10.100002
1408,POINT (37.47322207704583 0.363817690068406),0,322.0,70.661095,13.525,82.975464,856.0,92.34649,21.866667,206.0,28.0,21.566668,22.95,22.179167,8.0,408.0,14.6,297.0,21.566668,30.9,16.3
1409,POINT (41.27309572887141 3.840297839610954),0,1.0,109.68962,11.133333,74.72036,256.0,119.84822,28.466667,81.0,1.0,26.283333,28.966665,27.5,0.0,139.0,21.1,106.0,26.283333,36.0,14.9
1410,POINT (38.68594771060719 -2.142481952625059),0,26.0,141.34096,9.433333,67.86572,674.0,97.691414,25.85,169.0,26.0,23.383333,26.933332,25.35,8.0,353.0,18.7,218.0,23.383333,32.6,13.899998
1411,POINT (35.290315936635395 1.091453070205218),0,436.0,74.44746,11.633333,80.22989,1212.0,48.312187,14.866667,174.0,128.0,16.233334,16.733334,15.766666,32.0,436.0,9.1,253.0,14.866667,23.6,14.5
1412,POINT (39.332734715173245 3.193510835044898),0,10.0,153.12094,9.825,65.50001,386.0,111.426834,25.9,122.0,10.0,23.316666,27.25,25.1625,3.0,207.0,18.6,53.0,23.316666,33.6,14.999998
1413,POINT (38.68594771060719 0.848907943492947),0,0.0,87.86176,11.766666,80.04536,346.0,134.4725,26.699999,116.0,0.0,25.466667,27.699999,26.633333,0.0,168.0,19.6,157.0,25.466667,34.3,14.699999
1414,POINT (40.54546034873459 1.091453070205218),0,15.0,122.93983,10.875,72.5,342.0,104.91562,28.416668,96.0,13.0,27.116667,30.083332,28.5125,3.0,156.0,21.8,130.0,27.0,36.8,15.0
1415,POINT (40.38376359759308 -2.38502707933733),0,195.0,117.99139,7.333333,66.666664,1008.0,75.09499,27.2,247.0,74.0,28.25,28.5,27.141666,9.0,514.0,22.3,178.0,25.616667,33.3,11.0
1416,POINT (39.979521719739296 -2.223330328195816),0,140.0,128.86449,8.366666,67.473114,706.0,50.587177,27.95,108.0,87.0,28.3,28.433332,26.966667,12.0,251.0,21.1,173.0,25.283333,33.5,12.4
1417,POINT (34.643528932069344 3.759449464040197),0,110.0,80.17383,13.791666,83.58585,429.0,52.65052,27.166668,79.0,49.0,27.4,27.883333,26.7625,6.0,176.0,19.0,77.0,25.816666,35.5,16.5
1418,POINT (37.14982857476281 0.76805956792219),0,42.0,68.13951,14.225,86.21213,760.0,89.79739,23.133333,193.0,38.0,21.633333,23.133333,22.245834,12.0,382.0,14.3,382.0,21.6,30.8,16.5
1419,POINT (39.00934121289021 2.708420581620357),0,4.0,133.589,9.925,67.517006,330.0,115.39249,26.666668,105.0,4.0,24.283333,27.733334,25.9375,1.0,168.0,19.3,51.0,24.283333,34.0,14.700001
