,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range,split
128,POINT (39.29736226612787 2.474908849875767),0,3.0,125.92085,11.433333,71.0145,323.0,117.97147,27.5,102.0,3.0,25.166666,28.4,26.716667,0.0,162.0,19.5,48.0,25.166666,35.6,16.099998,train
129,POINT (38.983986340723405 1.193907260800469),0,0.0,83.742935,10.783333,78.1401,286.0,133.86223,28.166666,100.0,0.0,26.033333,28.166666,27.141666,0.0,135.0,20.7,135.0,26.033333,34.5,13.799999,train
130,POINT (36.81136734332854 -0.020054327224511),0,189.0,60.06942,14.5,79.23497,717.0,40.81342,17.1,111.0,126.0,15.9,17.1,16.308332,32.0,246.0,7.1,246.0,15.766666,25.4,18.3,train
131,POINT (35.9053940895939 -1.054052355789324),0,111.0,101.74239,13.6,80.47337,795.0,51.49568,17.416666,149.0,98.0,15.366667,17.65,16.616667,30.0,339.0,8.7,301.0,15.133333,25.6,16.900002,train
132,POINT (38.93649807084892 2.301293825012442),0,2.0,111.68393,11.358334,73.27957,315.0,120.24491,27.55,103.0,2.0,25.416666,28.25,26.7875,0.0,158.0,19.7,50.0,25.416666,35.2,15.5,train
133,POINT (38.581245415469425 1.98002899610388),0,0.0,99.46068,11.733334,76.19049,308.0,124.72584,27.766666,104.0,0.0,25.683332,28.183334,26.966667,0.0,155.0,19.7,53.0,25.683332,35.1,15.399998,train
134,POINT (40.18649548203075 -1.21175287946578),0,45.0,133.69104,8.758333,67.371796,414.0,76.54794,27.7,85.0,43.0,25.7,28.933332,27.3875,7.0,171.0,21.3,131.0,25.616667,34.3,13.0,train
135,POINT (34.69623415051822 4.360648155969163),0,113.0,81.48714,14.516666,85.39216,505.0,51.020252,27.816666,91.0,65.0,27.983334,28.483334,27.341667,9.0,206.0,19.3,93.0,26.416666,36.3,17.0,train
136,POINT (39.91366205964067 3.331023956005519),0,5.0,134.2036,10.75,69.80519,343.0,118.616394,26.033333,112.0,5.0,23.6,27.05,25.233334,1.0,186.0,18.5,44.0,23.6,33.9,15.400002,train
137,POINT (40.48994536792006 2.473962136528435),0,7.0,128.67033,10.7,71.33333,334.0,113.46572,27.733334,96.0,7.0,25.2,28.466667,26.783333,1.0,160.0,20.2,43.0,25.2,35.2,15.0,train
138,POINT (38.444316615454255 2.626575421068225),0,2.0,122.89052,9.375,68.93383,306.0,113.258995,26.616667,95.0,2.0,24.316666,27.483334,25.854166,0.0,150.0,19.5,56.0,24.316666,33.1,13.599998,train
139,POINT (35.17701004589318 3.894285602973157),0,62.0,67.69334,14.508333,86.87624,342.0,64.85933,28.333334,74.0,45.0,27.733334,28.933334,28.0125,8.0,160.0,20.0,70.0,27.25,36.7,16.7,train
140,POINT (39.6915636289898 -3.816333705199552),0,225.0,137.36906,7.791667,65.4762,1128.0,65.511185,25.216667,249.0,104.0,26.6,26.75,25.179167,19.0,507.0,19.6,242.0,23.4,31.5,11.9,train
141,POINT (37.32456091889922 -0.356827720774343),0,269.0,93.79519,10.541667,77.51225,1846.0,68.501595,16.116667,353.0,242.0,15.299999,16.25,15.279166,64.0,822.0,8.9,533.0,14.0,22.5,13.6,train
142,POINT (38.40076875212732 -1.15048192117722),0,6.0,120.138824,10.116667,72.26191,775.0,122.76196,24.883333,263.0,6.0,22.716667,25.716667,24.416666,1.0,456.0,17.7,254.0,22.716667,31.7,14.0,train
143,POINT (38.82822573158201 -2.65384410195314),0,61.0,141.61942,9.85,68.88113,831.0,76.025246,26.066666,159.0,61.0,23.683334,27.166666,25.583334,18.0,362.0,18.7,269.0,23.683334,33.0,14.299999,train
144,POINT (38.27402175380916 2.683246443875587),0,2.0,121.73619,10.05,71.276596,303.0,110.93649,26.433334,92.0,2.0,24.05,27.166668,25.616667,0.0,149.0,18.9,59.0,24.05,33.0,14.1,train
145,POINT (40.14712703134732 3.537282081092214),0,4.0,128.98795,10.616667,70.309044,313.0,120.3309,26.25,103.0,4.0,23.866667,27.166668,25.416666,1.0,173.0,18.8,39.0,23.866667,33.9,15.100002,train
146,POINT (39.525752021714545 -1.22790276207063),0,32.0,135.95341,9.6,69.56521,471.0,90.8239,27.65,114.0,32.0,25.3,28.7,27.166666,4.0,236.0,20.6,145.0,25.3,34.4,13.800001,train
147,POINT (37.13767157420096 -2.576133520933345),0,15.0,145.01503,12.508333,72.72286,588.0,82.059845,22.766666,123.0,12.0,20.1,23.4,21.904167,2.0,258.0,13.9,174.0,19.816666,31.1,17.2,train
148,POINT (34.94773978634496 0.271776796557124),0,548.0,76.972786,11.775,82.34266,1869.0,39.05273,19.25,254.0,241.0,20.083334,20.35,19.445833,68.0,668.0,12.6,304.0,18.466667,26.9,14.299999,train
149,POINT (40.1892299509279 0.722392182130216),0,13.0,114.50405,10.691668,73.73563,331.0,107.56843,29.55,97.0,12.0,27.183334,29.983334,28.554167,3.0,150.0,21.9,130.0,27.083334,36.4,14.500002,train
150,POINT (34.56790788139593 4.179270777422613),0,116.0,81.64042,15.0,85.71428,500.0,51.10854,27.683332,90.0,61.0,27.85,28.35,27.216667,8.0,202.0,18.9,89.0,26.266666,36.4,17.500002,train
151,POINT (40.35781822280427 -2.318100906842404),0,180.0,121.51507,7.433333,66.36905,929.0,67.61382,27.2,208.0,78.0,28.266666,28.533333,27.125,10.0,447.0,22.1,177.0,25.55,33.3,11.199999,train
152,POINT (39.166589225617145 2.756164423386857),0,4.0,135.53136,11.208333,69.61698,340.0,117.00082,26.983334,110.0,4.0,24.55,28.033333,26.2125,1.0,175.0,19.0,50.0,24.55,35.1,16.099998,train
153,POINT (40.88978674585403 0.320014358582371),0,40.0,133.95216,11.066667,71.86147,391.0,86.71525,29.8,96.0,34.0,27.050001,30.316668,28.625,6.0,167.0,21.6,130.0,26.9,37.0,15.4,train
154,POINT (34.90370489369681 0.361928130708038),0,564.0,77.23807,12.291667,83.0518,1825.0,41.052086,19.666666,249.0,221.0,20.466667,20.75,19.829166,60.0,664.0,12.8,282.0,18.85,27.6,14.8,train
155,POINT (36.700667012569696 -0.878914203987431),0,202.0,123.51772,10.741667,73.57306,1638.0,71.93987,14.416667,359.0,174.0,11.75,14.716666,13.429167,54.0,788.0,6.9,570.0,11.683333,21.5,14.6,train
156,POINT (36.317116694389156 2.7383818458319),0,28.0,67.93911,13.341667,87.77412,205.0,74.47106,29.083334,48.0,18.0,28.066666,29.2,28.379168,2.0,100.0,20.8,82.0,27.5,36.0,15.200001,train
157,POINT (35.55811384768254 1.980800775435606),0,150.0,58.132214,13.758333,85.98959,481.0,54.82653,25.55,83.0,49.0,25.033333,25.733334,24.904167,12.0,192.0,17.1,138.0,24.266666,33.1,15.999998,train
158,POINT (38.613590208356705 -2.936871853998518),0,87.0,145.78096,10.758333,70.31591,1053.0,73.1174,25.816666,205.0,87.0,22.766666,26.333334,24.745834,23.0,437.0,17.3,360.0,22.766666,32.6,15.299999,train
159,POINT (37.543107483556845 0.1426049761243),0,62.0,78.14128,13.466666,82.11382,1351.0,92.385155,17.516666,309.0,62.0,16.65,18.45,17.583334,19.0,661.0,9.9,434.0,16.65,26.3,16.4,train
160,POINT (40.852644301216415 -1.883452238711659),0,249.0,110.41932,7.0833335,68.77022,834.0,92.464035,27.333334,233.0,42.0,28.25,28.516666,27.233334,4.0,493.0,22.6,157.0,25.783333,32.9,10.300001,train
161,POINT (39.407890208190665 -0.522680891037716),0,9.0,125.32686,10.25,72.183105,388.0,112.23757,27.766666,115.0,9.0,25.866667,29.066666,27.525,3.0,216.0,20.9,129.0,25.866667,35.1,14.199999,train
162,POINT (37.60645966953616 -2.056051361458828),0,11.0,137.65004,11.224999,70.15625,734.0,96.99571,21.866667,188.0,9.0,19.7,22.9,21.404167,1.0,347.0,13.8,275.0,19.416666,29.8,15.999999,train
163,POINT (37.75500486102962 3.103150206495342),0,5.0,117.61116,10.891666,74.092964,266.0,100.54081,27.033333,74.0,4.0,24.916666,27.816666,26.2875,0.0,130.0,19.2,58.0,24.783333,33.9,14.700001,train
164,POINT (35.882592322980365 -0.667267381836488),0,330.0,82.55739,11.991667,79.94444,1088.0,35.036957,11.35,143.0,161.0,12.916667,13.383333,12.395833,41.0,345.0,5.7,266.0,11.333333,20.7,15.000001,train
165,POINT (37.75920993602869 3.123424751423059),0,6.0,117.11171,10.95,73.48993,272.0,98.02839,26.9,74.0,6.0,24.683334,27.716667,26.183332,1.0,132.0,19.0,59.0,24.683334,33.9,14.900002,train
166,POINT (39.33091861127134 1.77406195293177),0,1.0,103.06296,11.766667,75.42735,308.0,123.45868,28.416666,104.0,1.0,26.366667,28.933334,27.641666,0.0,153.0,20.6,48.0,26.366667,36.2,15.6,train
167,POINT (39.73381467107084 0.921782878334652),0,6.0,101.11032,10.958334,75.574715,315.0,126.38048,29.0,112.0,6.0,26.733334,29.266666,28.0375,2.0,150.0,21.3,144.0,26.733334,35.8,14.5,train
168,POINT (36.51126085233317 2.473406351837999),0,29.0,78.48349,12.608334,85.191444,236.0,71.868454,26.583334,53.0,24.0,25.316666,26.716667,25.7625,3.0,111.0,18.5,94.0,24.733334,33.3,14.799999,train
169,POINT (38.4086536025825 -3.575449652231791),0,40.0,165.06828,10.491667,67.68817,731.0,75.02855,22.95,126.0,40.0,19.95,23.916666,22.079166,10.0,297.0,14.7,181.0,19.95,30.2,15.500001,train
170,POINT (40.62977549849792 2.229616696571187),0,9.0,128.07137,10.733334,71.55556,341.0,111.95593,28.300001,98.0,9.0,25.783333,29.0,27.325,2.0,162.0,20.8,43.0,25.783333,35.8,15.0,train
171,POINT (36.793632726109244 2.372587590174266),0,30.0,80.33547,12.183333,82.87982,306.0,74.21771,24.283333,68.0,27.0,22.466667,24.466667,23.441666,4.0,142.0,16.2,121.0,22.433332,30.9,14.699999,train
172,POINT (38.323925781210306 -1.338201899094031),0,6.0,123.20455,9.958333,71.13095,770.0,119.86616,24.416666,245.0,6.0,22.2,25.3,23.954166,1.0,442.0,17.3,265.0,22.2,31.3,14.0,train
173,POINT (35.63340675382138 -0.66038094369955),0,322.0,71.16322,12.325,81.62252,1249.0,36.843925,15.233334,195.0,198.0,15.033333,15.433333,14.5625,58.0,444.0,7.7,354.0,13.666667,22.8,15.099999,train
174,POINT (40.97744120799042 -2.05802227593905),0,153.0,105.64647,6.3083334,67.10993,820.0,107.52047,27.466667,263.0,32.0,28.166666,28.483334,27.304167,2.0,524.0,23.1,136.0,25.916666,32.5,9.4,train
175,POINT (36.35707507472932 2.695205326321609),0,27.0,70.016266,13.033334,87.47203,200.0,72.26014,28.650002,45.0,18.0,27.583334,28.766666,27.925001,2.0,95.0,20.5,79.0,27.0,35.4,14.900002,train
176,POINT (37.38035893863774 2.691748835938045),0,8.0,89.522095,12.291667,79.30109,257.0,97.50245,27.983334,69.0,8.0,26.133333,28.4,27.2625,1.0,126.0,19.6,54.0,26.133333,35.1,15.499998,train
177,POINT (38.76028110422647 3.117239404734634),0,8.0,142.03271,10.875,69.26752,370.0,108.92569,26.733334,117.0,8.0,24.25,27.9,25.9875,2.0,199.0,18.8,59.0,24.25,34.5,15.700001,train
178,POINT (39.63859767358933 3.030987865843251),0,5.0,139.1914,10.75,69.35483,340.0,117.14521,26.616667,108.0,5.0,24.133333,27.7,25.816668,1.0,177.0,18.9,46.0,24.133333,34.4,15.500002,train
179,POINT (37.75219395154903 3.159993322449491),0,7.0,118.82951,10.950001,73.48994,291.0,97.72889,26.416666,81.0,7.0,24.2,27.283333,25.725,1.0,143.0,18.6,64.0,24.2,33.5,14.9,train
180,POINT (40.05116413315412 0.767114429197582),0,9.0,111.014595,10.566666,73.89278,313.0,114.35276,28.4,95.0,9.0,26.966667,29.766666,28.383333,3.0,149.0,21.8,127.0,26.966667,36.1,14.299999,train
181,POINT (40.45246215777721 -0.502954428244279),0,35.0,128.2834,9.174999,69.50757,362.0,84.15778,28.05,82.0,30.0,26.216667,29.35,27.804167,4.0,154.0,21.7,117.0,26.1,34.9,13.200001,train
182,POINT (39.30494330411361 -3.122555069431555),0,107.0,134.00307,9.716667,69.90407,768.0,56.70531,26.116667,122.0,84.0,24.016666,27.216667,25.725,24.0,302.0,19.0,204.0,24.0,32.9,13.900002,train
183,POINT (40.67573553177128 2.969689560796065),0,6.0,127.96191,11.066668,72.331154,318.0,118.81205,27.733334,97.0,6.0,25.15,28.366667,26.733334,1.0,157.0,19.9,38.0,25.15,35.2,15.300001,train
184,POINT (40.13656740725266 0.634113544820075),0,12.0,115.3256,10.783334,73.35602,325.0,109.1884,28.35,94.0,12.0,26.883333,29.8,28.35,3.0,153.0,21.6,128.0,26.883333,36.3,14.699999,train
185,POINT (38.67861816415323 0.304847314166197),0,0.0,97.36198,11.391666,78.02512,418.0,132.87,25.533333,140.0,0.0,24.066668,26.483334,25.345833,0.0,234.0,18.5,160.0,24.066668,33.1,14.599998,train
186,POINT (40.515860841841175 -0.50247312810768),0,39.0,127.82194,9.058332,69.14758,381.0,83.977036,28.85,90.0,34.0,26.166666,29.283333,27.754166,4.0,164.0,21.7,124.0,26.05,34.8,13.099998,train
187,POINT (35.97285940389808 1.051865765736411),0,202.0,71.17388,13.608334,84.52381,596.0,58.581184,22.05,94.0,53.0,22.683334,23.383333,22.454166,15.0,247.0,14.6,141.0,21.583334,30.7,16.1,train
188,POINT (37.06653982436452 -2.440366702572875),0,13.0,143.04321,11.533334,70.756645,586.0,80.71251,22.233334,119.0,10.0,19.616667,22.816666,21.375,1.0,262.0,13.7,179.0,19.3,30.0,16.3,train
189,POINT (39.14596831961426 -4.375502367601478),0,199.0,158.89299,9.316668,64.69907,1049.0,59.14066,26.483334,197.0,123.0,27.233334,27.466667,25.633333,25.0,453.0,18.8,137.0,23.666666,33.2,14.400002,train
190,POINT (38.474430205593436 1.545458911971358),0,0.0,84.945404,11.708333,79.11036,315.0,128.61777,27.683334,107.0,0.0,25.75,27.9,26.854166,0.0,154.0,19.7,152.0,25.75,34.5,14.799999,train
191,POINT (36.8738017374794 0.899734358843995),0,127.0,71.735794,12.841667,82.318375,717.0,60.46137,18.1,144.0,91.0,17.033333,18.1,17.1125,21.0,297.0,9.5,297.0,16.333334,25.1,15.6,train
192,POINT (39.58158848445134 -3.671300135343832),0,169.0,132.37558,8.475,67.8,952.0,58.604458,25.683334,187.0,114.0,26.033333,26.183334,24.6875,21.0,382.0,18.7,216.0,23.0,31.2,12.5,train
193,POINT (37.734191612293074 3.060017231582496),0,4.0,117.76322,10.716666,73.90804,251.0,101.64415,27.266666,70.0,4.0,24.983334,28.016666,26.5,0.0,122.0,19.5,56.0,24.983334,34.0,14.5,train
194,POINT (35.67266364149933 -0.977877579458102),0,147.0,88.17489,13.525001,80.98803,947.0,46.951424,17.333334,169.0,135.0,15.566667,17.583334,16.654167,40.0,392.0,8.8,346.0,15.4,25.5,16.7,train
195,POINT (37.26031557122623 -1.392885082624358),0,17.0,126.672905,11.108334,72.603485,769.0,92.81006,19.6,184.0,15.0,17.683334,20.533333,19.1875,4.0,335.0,11.9,292.0,17.35,27.2,15.300001,train
196,POINT (37.8827653157295 2.94947840479684),0,2.0,119.70527,10.525,73.09028,235.0,106.469406,27.4,69.0,2.0,25.05,28.133333,26.595833,0.0,116.0,19.6,52.0,25.05,34.0,14.4,train
197,POINT (37.92443058073732 3.384138538008808),0,15.0,130.55823,11.25,71.20253,365.0,92.87429,25.416666,101.0,14.0,23.4,26.566666,24.8,3.0,185.0,17.5,74.0,23.166666,33.3,15.799999,train
198,POINT (36.85708642535144 3.98752025365338),0,18.0,94.053276,12.308332,77.41091,296.0,77.073296,27.15,61.0,17.0,25.766666,28.033333,26.7375,2.0,137.0,19.2,80.0,25.566668,35.1,15.899998,train
199,POINT (38.39697954880331 -3.191971548584052),0,41.0,144.88437,10.291666,70.01133,798.0,81.30007,24.1,159.0,41.0,21.166666,24.7,23.1125,10.0,334.0,16.0,300.0,21.166666,30.7,14.700001,train
200,POINT (38.36889963538336 0.417344327517531),0,0.0,90.59046,11.058333,77.87558,462.0,127.26856,24.616667,152.0,0.0,23.3,25.533333,24.479166,0.0,253.0,17.8,175.0,23.3,32.0,14.200001,train
201,POINT (39.9827818680161 1.958158620958789),0,7.0,114.92752,10.9,72.666664,337.0,108.41938,28.816666,101.0,7.0,26.6,29.466667,27.941668,2.0,168.0,21.2,51.0,26.6,36.2,15.0,train
202,POINT (39.444575493543404 -0.271716602917515),0,9.0,118.988815,10.416667,73.356804,342.0,111.56518,28.4,95.0,9.0,26.65,29.683334,28.208334,2.0,178.0,21.5,124.0,26.65,35.7,14.200001,train
203,POINT (37.085282163302296 1.445799583234302),0,20.0,72.608315,13.016666,84.52381,435.0,89.17018,24.416666,110.0,20.0,22.666666,24.416666,23.491667,4.0,220.0,15.9,181.0,22.666666,31.3,15.4,train
204,POINT (40.349855263509 -1.22069481131574),0,67.0,131.74457,8.825001,67.3664,452.0,67.55113,28.416666,90.0,56.0,28.883333,28.966667,27.429167,6.0,181.0,21.3,132.0,25.683332,34.4,13.100002,train
205,POINT (39.495780580836005 -3.275340949826176),0,121.0,128.0706,8.708333,68.03386,749.0,51.08084,25.55,109.0,104.0,23.583334,26.633333,25.179167,20.0,282.0,19.0,170.0,23.533333,31.8,12.799999,train
206,POINT (35.11195517025808 -1.583267460319968),0,119.0,81.20774,12.7,81.410255,974.0,46.386524,20.383333,158.0,116.0,18.933334,20.733334,19.891666,26.0,377.0,12.1,370.0,18.716667,27.7,15.6,train
207,POINT (35.20933898788183 0.821796968039426),0,410.0,78.272064,13.2,81.48148,1018.0,55.285057,16.716667,165.0,94.0,18.15,18.683334,17.708334,21.0,410.0,10.3,229.0,16.716667,26.5,16.2,train
208,POINT (36.589762537380025 -0.733359156646077),0,164.0,102.78231,12.608334,77.82922,1110.0,50.701996,13.433333,197.0,162.0,11.1,13.583333,12.4625,45.0,464.0,5.1,369.0,11.033333,21.3,16.199999,train
209,POINT (40.33398093030923 3.457621558275828),0,3.0,127.465805,11.291667,71.92145,307.0,120.72255,26.6,100.0,3.0,24.15,27.416666,25.720833,0.0,166.0,18.9,37.0,24.15,34.6,15.699999,train
210,POINT (35.02156115219148 -0.75084136943611),0,342.0,82.08805,12.208333,80.31798,1577.0,31.591057,18.466667,232.0,301.0,18.75,19.066668,17.979166,83.0,568.0,10.9,340.0,17.0,26.1,15.200001,train
211,POINT (40.05668608595839 -0.179719498386571),0,17.0,124.00744,10.258333,72.24178,339.0,99.84614,28.5,86.0,17.0,26.733334,29.9,28.3625,4.0,159.0,21.8,124.0,26.733334,36.0,14.200001,train
212,POINT (35.15204388150092 3.851945642013558),0,66.0,69.25333,14.125,85.60606,350.0,65.32434,28.133333,77.0,46.0,27.5,28.766666,27.8125,8.0,164.0,19.9,70.0,27.033333,36.4,16.500002,train
213,POINT (40.44952332449888 1.556367625175354),0,12.0,119.28764,11.083333,72.440094,347.0,104.16825,29.383333,97.0,11.0,27.116667,29.983334,28.425,3.0,162.0,21.7,48.0,27.033333,37.0,15.299999,train
214,POINT (37.34536782173973 1.400472555061727),0,15.0,70.3347,11.25,81.521736,482.0,95.70207,23.383333,122.0,13.0,21.85,23.5,22.583334,3.0,234.0,15.9,202.0,21.766666,29.7,13.800001,train
215,POINT (38.40969783181932 -1.216805617143789),0,6.0,121.008224,9.908334,71.79952,775.0,121.728035,24.733334,263.0,6.0,22.583334,25.616667,24.295834,1.0,461.0,17.7,247.0,22.583334,31.5,13.799999,train
216,POINT (39.56235396883067 1.918278048816251),0,3.0,107.53437,11.483334,74.56709,322.0,119.39465,28.416668,107.0,3.0,26.366667,29.066668,27.65,1.0,164.0,20.8,48.0,26.366667,36.2,15.400002,train
217,POINT (35.293475222116676 -0.41726538977944),0,468.0,74.40673,11.9,82.638885,1794.0,37.785694,17.633333,255.0,260.0,18.066666,18.3,17.3,76.0,664.0,10.6,322.0,16.4,25.0,14.4,train
218,POINT (40.791546987064415 -0.626685434876013),0,62.0,126.30233,8.75,68.89764,401.0,74.51636,27.566666,88.0,36.0,28.916668,29.116667,27.575,3.0,173.0,21.8,117.0,25.916666,34.5,12.700001,train
219,POINT (41.375098971050306 -1.424225999231396),0,181.0,106.404755,6.9333334,67.97386,643.0,93.25192,27.033333,170.0,19.0,27.866667,28.166666,26.908333,1.0,381.0,22.1,135.0,25.516666,32.3,10.199999,train
220,POINT (34.61517906695207 3.965219635718642),0,111.0,78.16434,14.741667,85.70736,473.0,52.15076,27.533333,87.0,57.0,27.666668,28.150002,27.0625,7.0,194.0,18.8,85.0,26.15,36.0,17.2,train
221,POINT (37.04299263490016 -2.388236211951849),0,12.0,140.85507,11.65,71.03658,583.0,81.108635,22.216667,120.0,10.0,19.616667,22.783333,21.358334,1.0,262.0,13.6,250.0,19.316668,30.0,16.4,train
222,POINT (37.12853148691694 -0.382658581058027),0,150.0,84.111885,11.891666,76.22863,1323.0,68.98241,17.333334,248.0,147.0,15.583333,17.366667,16.495832,45.0,581.0,9.1,391.0,15.383333,24.7,15.6,train
223,POINT (38.42022832973129 -3.581998200135609),0,41.0,163.93367,10.433333,67.74892,743.0,74.48943,22.883333,127.0,41.0,19.9,23.85,22.016666,10.0,302.0,14.7,184.0,19.9,30.1,15.400001,train
224,POINT (40.60302920838992 4.088517897041577),0,1.0,116.608475,11.208333,72.78139,312.0,118.59215,24.866667,95.0,1.0,22.6,25.566666,24.029167,0.0,168.0,17.4,32.0,22.6,32.8,15.4,train
225,POINT (34.88059757363161 1.188000490976235),0,373.0,87.39496,13.483334,79.783035,1053.0,51.26029,18.016666,149.0,87.0,19.266666,19.7,18.583334,19.0,384.0,11.2,234.0,17.533333,28.1,16.900002,train
226,POINT (35.42429678112429 -1.299737760918441),0,109.0,87.08668,12.633333,81.50538,915.0,49.77013,19.083334,157.0,103.0,17.033333,19.083334,18.125,25.0,361.0,10.6,361.0,16.9,26.1,15.5,train
227,POINT (39.70596112696881 -1.980723733229541),0,85.0,136.63988,8.783333,67.5641,618.0,57.39339,27.283333,106.0,85.0,25.066666,28.4,26.875,11.0,243.0,20.7,157.0,25.066666,33.7,13.0,train
228,POINT (35.64548701506135 3.154587074803998),0,45.0,58.884827,13.766666,87.130806,236.0,69.24393,29.833334,54.0,26.0,29.033333,29.85,29.308332,8.0,116.0,21.3,89.0,28.766666,37.1,15.799999,train
229,POINT (35.644715964098985 1.270689188479553),0,236.0,65.59025,13.125,84.67742,712.0,56.91071,23.033333,112.0,65.0,23.033333,23.7,22.804167,17.0,280.0,15.3,185.0,22.033333,30.8,15.499999,train
230,POINT (40.28314927768015 0.49484829169961),0,15.0,122.099686,10.466666,72.68519,334.0,105.15264,28.233334,92.0,14.0,26.75,29.75,28.208334,4.0,156.0,21.6,126.0,26.65,36.0,14.4,train
231,POINT (38.20664124862464 -2.259789496283671),0,7.0,145.99385,10.225,68.166664,627.0,114.18291,23.816668,180.0,7.0,21.216667,24.883333,23.2875,1.0,343.0,16.1,226.0,21.216667,31.1,15.0,train
232,POINT (40.16887946525301 1.69541574126796),0,10.0,113.687325,10.858334,71.90949,343.0,103.78229,29.183332,99.0,10.0,27.016666,29.833332,28.320833,3.0,167.0,21.6,51.0,27.016666,36.7,15.1,train
233,POINT (38.75989673346953 -1.983542019613731),0,22.0,137.74153,9.533333,69.08212,652.0,101.72959,26.05,171.0,22.0,23.616667,27.083334,25.55,6.0,351.0,18.9,213.0,23.616667,32.7,13.800001,train
234,POINT (34.90651383178047 0.995028242264419),0,395.0,91.24145,13.383333,79.19132,1162.0,50.595234,18.783333,165.0,101.0,19.533333,19.933334,18.775,23.0,436.0,11.3,139.0,17.683334,28.2,16.900002,train
235,POINT (38.2236886890302 -3.225785550526752),0,25.0,148.69316,10.691668,69.42641,692.0,86.995094,23.433332,151.0,25.0,20.55,24.166666,22.5375,6.0,302.0,15.2,168.0,20.55,30.6,15.400001,train
236,POINT (34.94507107627716 4.052600138554202),0,80.0,73.93053,14.808333,86.09496,410.0,60.014435,28.116667,84.0,54.0,28.283333,28.783333,27.745832,8.0,183.0,19.6,80.0,26.916666,36.8,17.199999,train
237,POINT (36.38939940726036 2.410132863294718),0,55.0,71.01538,13.033333,85.18518,319.0,62.43957,24.65,66.0,41.0,23.433332,24.8,23.875,7.0,145.0,16.4,117.0,23.016666,31.7,15.300001,train
238,POINT (38.71525805091136 -3.753409200519114),0,75.0,156.02242,9.974999,67.85715,713.0,60.964043,24.133333,118.0,68.0,21.666666,25.4,23.645834,17.0,280.0,16.6,164.0,21.65,31.3,14.699999,train
239,POINT (38.242971551382574 -1.304149373847702),0,6.0,123.39882,10.166667,72.10403,735.0,121.38713,24.433332,241.0,6.0,22.183334,25.266666,23.95,1.0,428.0,17.2,250.0,22.183334,31.3,14.099998,train
