,geometry,class,bio_19_prec_coldest_quarter,bio_04_temp_seasonality,bio_02_mean_diurnal_range,bio_03_isothermality,bio_12_annual_prec,bio_15_prec_seasonality,bio_08_mean_temp_wettest_quarter,bio_13_prec_wettest_month,bio_17_prec_driest_quarter,bio_09_mean_temp_driest_quarter,bio_10_mean_temp_warmest_quarter,bio_01_annual_mean_temp,bio_14_prec_driest_month,bio_16_prec_wettest_quarter,bio_06_min_temp_coldest_month,bio_18_prec_warmest_quarter,bio_11_mean_temp_coldest_quarter,bio_05_max_temp_warmest_month,bio_07_temp_annual_range,split
1812,POINT (40.662543711915816 3.743331941284434),0,1.0,120.38681,11.308333,72.48933,306.0,120.082825,25.683332,96.0,1.0,23.316668,26.349998,24.779167,0.0,164.0,18.0,34.0,23.316668,33.6,15.599998,test
1813,POINT (39.66662776750362 -1.164145314042524),0,30.0,136.54561,9.733334,69.52381,460.0,91.995026,27.916666,108.0,30.0,25.6,29.016666,27.458334,4.0,218.0,20.8,155.0,25.6,34.8,14.0,test
1814,POINT (39.04347711268068 0.391547031241945),0,0.0,97.94383,11.558333,78.09685,335.0,131.64734,26.783333,107.0,0.0,25.383333,27.866667,26.679167,0.0,183.0,19.7,135.0,25.383333,34.5,14.799999,test
1815,POINT (39.12853519298466 -1.758137771740094),0,38.0,137.88719,9.650001,68.92857,609.0,90.83854,26.916666,149.0,38.0,24.483334,27.933334,26.391666,8.0,315.0,19.7,183.0,24.483334,33.7,14.0,test
1816,POINT (36.98228524951504 3.480414478055684),0,11.0,95.10363,12.3,79.35483,213.0,87.13625,28.5,47.0,10.0,26.85,29.183334,27.941668,0.0,97.0,20.4,53.0,26.7,35.9,15.500002,test
1817,POINT (40.22665989268442 -0.961777292093764),0,35.0,131.8308,9.125,68.60902,393.0,84.48933,27.95,88.0,32.0,26.0,29.183334,27.629168,5.0,165.0,21.4,131.0,25.866667,34.7,13.300001,test
1818,POINT (37.727103031654174 3.490895191817805),0,18.0,127.13329,11.083333,72.91667,386.0,84.42048,22.933334,99.0,18.0,20.583334,23.916666,22.241667,5.0,190.0,15.1,92.0,20.583334,30.3,15.199999,test
1819,POINT (38.811572833207066 -2.536571704425727),0,54.0,140.8793,9.683333,68.67612,798.0,79.82147,26.1,159.0,54.0,23.7,27.183334,25.616667,17.0,357.0,18.8,263.0,23.7,32.9,14.100002,test
1820,POINT (34.168433125292744 -0.768545641109489),0,115.0,61.217136,12.041667,83.045975,1098.0,51.70626,22.283333,174.0,115.0,21.2,22.766666,22.029167,29.0,431.0,14.9,244.0,21.2,29.4,14.5,test
1821,POINT (38.289739521849995 1.216143450069167),0,0.0,79.253136,11.9,80.95238,342.0,126.02198,26.083332,105.0,0.0,25.083334,27.083334,26.108334,0.0,162.0,19.0,155.0,25.083334,33.7,14.700001,test
1822,POINT (40.34941358645702 -2.096216883074844),0,164.0,123.837006,7.433333,66.36905,826.0,62.241646,27.1,169.0,74.0,28.283333,28.466667,27.058332,9.0,382.0,21.9,166.0,25.433334,33.1,11.199999,test
1823,POINT (37.86586623828988 -1.238829313961437),0,7.0,121.114624,11.641666,74.15074,772.0,115.208595,21.8,241.0,7.0,19.616667,22.65,21.3625,1.0,414.0,13.9,278.0,19.616667,29.6,15.700001,test
1824,POINT (40.77798843708691 1.458026483988689),0,17.0,130.25253,11.075001,72.38563,371.0,102.99609,29.483334,101.0,15.0,27.0,30.116667,28.445833,4.0,168.0,21.7,138.0,26.85,37.0,15.299999,test
1825,POINT (34.72544494401266 -1.297498771657001),0,213.0,69.75063,11.883333,81.39269,1421.0,39.029366,20.15,221.0,213.0,18.733334,20.483334,19.666666,48.0,534.0,12.5,339.0,18.733334,27.1,14.6,test
1826,POINT (38.879784266106405 1.713657061186217),0,0.0,95.04683,11.308332,76.40766,303.0,127.430244,27.85,103.0,0.0,25.833334,28.2,27.045834,0.0,148.0,20.2,146.0,25.833334,35.0,14.799999,test
1827,POINT (37.29341696420375 -0.761106114612009),0,35.0,102.2104,11.95,77.09678,951.0,98.31126,22.333334,249.0,32.0,20.433334,22.5,21.533333,6.0,488.0,14.3,372.0,20.166668,29.8,15.499999,test
1828,POINT (37.74838682388245 1.705309245115191),0,4.0,78.272064,12.433333,80.73592,342.0,111.21819,26.5,100.0,4.0,24.733334,26.666668,25.691668,1.0,166.0,18.0,155.0,24.733334,33.4,15.400002,test
1829,POINT (38.99031273069596 -3.212928007714074),0,101.0,145.41476,10.333334,70.294785,846.0,62.109413,25.433334,137.0,81.0,23.066666,26.533333,24.95,24.0,330.0,17.8,259.0,23.033333,32.5,14.700001,test
1830,POINT (39.758047216136966 -1.574519093830753),0,60.0,136.92165,9.141666,67.71605,493.0,66.4996,27.533333,94.0,60.0,25.333332,28.683332,27.145834,8.0,209.0,20.8,135.0,25.333332,34.3,13.5,test
1831,POINT (34.857607379605845 -0.215568493700392),0,235.0,67.63314,12.733334,84.888885,1181.0,38.65002,23.199999,182.0,220.0,23.6,23.816666,22.966667,54.0,469.0,15.7,263.0,22.083334,30.7,15.000001,test
1832,POINT (40.01256353016811 0.746107168657923),0,11.0,109.04802,10.891665,74.60046,319.0,111.35022,28.45,95.0,10.0,27.1,29.783333,28.4375,3.0,148.0,21.7,128.0,27.05,36.3,14.599998,test
1833,POINT (35.15936091911421 2.130683670128619),0,352.0,64.36609,10.825,80.18518,894.0,53.2249,16.666666,142.0,79.0,17.9,18.266666,17.404167,16.0,352.0,11.2,110.0,16.666666,24.7,13.500001,test
1834,POINT (36.398737883435615 0.101428439473745),0,303.0,64.11845,14.241667,82.32177,888.0,43.55514,14.433333,127.0,116.0,15.533334,15.933333,15.070833,32.0,316.0,6.8,257.0,14.283333,24.1,17.3,test
1835,POINT (38.26614072819304 2.968926004819572),0,5.0,126.41024,10.900001,72.18543,316.0,106.50773,26.85,96.0,5.0,24.483334,27.733334,26.075,1.0,160.0,18.9,61.0,24.483334,34.0,15.1,test
1836,POINT (39.285573663115066 -3.712259292186527),0,113.0,139.72104,9.049999,67.537315,686.0,49.403767,24.9,99.0,94.0,22.75,26.05,24.491667,24.0,247.0,18.0,172.0,22.716667,31.4,13.4,test
1837,POINT (39.52151515863551 0.138739988322342),0,5.0,110.27513,10.533333,74.70449,312.0,119.85775,27.75,91.0,5.0,26.25,29.066666,27.683334,1.0,168.0,21.1,118.0,26.25,35.2,14.1,test
1838,POINT (36.71110277890253 1.781859539659637),0,50.0,68.93674,13.216666,83.12369,446.0,68.349396,22.516666,97.0,50.0,20.833334,22.516666,21.625,10.0,206.0,13.7,165.0,20.833334,29.6,15.900001,test
1839,POINT (35.22131150186756 1.188209990629945),0,487.0,69.56032,11.116667,80.55555,1267.0,55.293488,15.283334,190.0,106.0,16.266666,16.716667,15.825,24.0,494.0,9.4,252.0,14.983334,23.2,13.800001,test
1840,POINT (36.67113538632999 1.70188391180326),0,55.0,73.77665,12.658334,83.2785,447.0,65.39393,22.533333,92.0,55.0,20.7,22.533333,21.579166,10.0,206.0,14.0,206.0,20.7,29.2,15.200001,test
1841,POINT (37.85322544868401 -3.449757572854542),0,36.0,171.32451,11.491667,68.81238,724.0,84.59808,23.133333,176.0,34.0,20.35,24.333332,22.445833,9.0,367.0,14.7,194.0,20.15,31.4,16.7,test
1842,POINT (37.48771558262954 -0.645739470114107),0,28.0,103.41885,11.8,77.12418,944.0,99.05888,22.2,235.0,28.0,19.949999,22.366667,21.35,6.0,442.0,14.3,363.0,19.949999,29.6,15.3,test
1843,POINT (37.22418958681479 2.311301875657739),0,11.0,80.46268,12.383334,82.55555,275.0,97.30021,26.716667,76.0,10.0,24.966667,26.916666,25.916666,1.0,138.0,18.4,120.0,24.883333,33.4,15.000002,test
1844,POINT (37.65629960186641 -2.182814990814124),0,6.0,140.96797,11.483334,69.59596,614.0,102.88911,22.816666,164.0,6.0,20.4,24.0,22.408333,1.0,313.0,14.6,232.0,20.4,31.1,16.5,test
1845,POINT (35.46428529384555 3.206146932787983),0,56.0,55.68273,13.675,89.37909,263.0,64.628395,29.583332,57.0,29.0,29.05,29.7,29.1375,8.0,125.0,21.5,97.0,28.566668,36.8,15.299999,test
1846,POINT (39.03930297916589 0.965162281194904),0,0.0,88.10719,11.233334,79.66903,308.0,137.99086,28.416666,113.0,0.0,26.183334,28.416666,27.358334,0.0,148.0,20.6,148.0,26.183334,34.7,14.1,test
1847,POINT (38.74019677894429 2.631461113172874),0,2.0,126.55097,9.049999,67.537315,319.0,116.72527,26.75,103.0,2.0,24.45,27.716667,26.016666,0.0,161.0,19.9,53.0,24.45,33.3,13.4,test
1848,POINT (38.38890528737475 3.319580515735444),0,13.0,142.85776,10.483334,68.9693,408.0,100.27791,25.533333,122.0,13.0,23.05,26.733334,24.841667,4.0,215.0,17.8,73.0,23.05,33.0,15.200001,test
1849,POINT (39.98481607573008 -0.147604191513569),0,15.0,121.82948,10.5,72.91668,329.0,102.99667,28.533333,83.0,15.0,26.85,29.95,28.433334,4.0,160.0,21.7,121.0,26.85,36.1,14.399998,test
1850,POINT (38.04927576927668 -0.052535843244792),0,4.0,112.01579,11.408333,75.55188,600.0,118.70587,23.95,174.0,3.0,22.333332,24.683332,23.470833,1.0,311.0,16.2,226.0,21.933332,31.3,15.099998,test
1851,POINT (35.16526050284542 2.217983866946263),0,206.0,63.526443,11.416667,83.33333,568.0,53.50538,21.75,90.0,53.0,22.7,23.183334,22.341667,11.0,217.0,16.0,143.0,21.55,29.7,13.700001,test
1852,POINT (38.19341199903364 2.033949706534172),0,3.0,89.52209,12.508333,77.69151,339.0,115.58043,27.4,108.0,3.0,25.533333,27.75,26.6375,1.0,172.0,18.9,62.0,25.533333,35.0,16.1,test
1853,POINT (37.614935201554474 0.786031606424964),0,11.0,71.98483,13.033333,84.632034,486.0,104.87528,23.266666,130.0,11.0,22.683334,24.3,23.45,3.0,222.0,16.1,193.0,22.683334,31.5,15.4,test
1854,POINT (35.467723456543 -0.692885623125368),0,282.0,72.2514,11.275001,81.115105,1308.0,38.80832,16.3,211.0,236.0,16.25,16.566668,15.704166,71.0,508.0,9.2,408.0,14.783333,23.1,13.900001,test
1855,POINT (36.808288841153605 1.475162134219231),0,54.0,78.28657,12.95,81.44654,564.0,70.85561,20.95,122.0,54.0,18.983334,20.95,19.866667,13.0,265.0,11.9,265.0,18.983334,27.8,15.9,test
1856,POINT (38.348099098313654 1.032217064516518),0,0.0,83.97331,11.85,80.61224,364.0,127.83595,25.85,112.0,0.0,24.733334,26.85,25.833334,0.0,176.0,18.8,162.0,24.733334,33.5,14.700001,test
1857,POINT (38.55057868932542 -4.191764946010906),0,57.0,164.82947,10.541667,68.01076,662.0,60.908253,24.016666,105.0,53.0,21.45,25.416666,23.5125,14.0,254.0,15.9,179.0,21.416666,31.4,15.5,test
1858,POINT (40.020843485703296 -2.293986655686307),0,148.0,127.56163,8.316667,67.61518,743.0,49.140648,26.916666,108.0,90.0,28.283333,28.416666,26.958334,12.0,274.0,21.2,175.0,25.3,33.5,12.299999,test
1859,POINT (38.26099307647482 1.377050592396491),0,0.0,81.16927,11.875,80.23649,337.0,127.667244,27.233334,112.0,0.0,25.4,27.45,26.445833,0.0,166.0,19.3,160.0,25.4,34.1,14.799999,test
1860,POINT (34.09551754365681 -0.769517387131605),0,128.0,60.16864,11.025,82.89473,1162.0,52.583603,22.766666,200.0,128.0,21.7,23.216667,22.504168,36.0,480.0,15.9,266.0,21.7,29.2,13.300001,test
1861,POINT (36.80327475426864 -0.362745524974781),0,198.0,76.4692,11.808333,78.72222,1294.0,55.225914,15.05,234.0,194.0,13.283334,15.05,14.170834,53.0,524.0,6.9,524.0,13.216667,21.9,15.0,test
1862,POINT (39.992420949753885 2.48753127216679),0,5.0,128.08612,10.566667,70.44446,328.0,115.00127,27.7,99.0,5.0,25.283333,28.55,26.833334,1.0,161.0,20.1,45.0,25.283333,35.1,14.999998,test
1863,POINT (40.20875999146204 1.310673406391185),0,11.0,113.16636,10.808333,73.526085,337.0,109.396385,29.416666,103.0,10.0,27.183334,29.916666,28.479166,3.0,160.0,21.9,140.0,27.116667,36.6,14.699999,test
1864,POINT (38.702083541829886 -3.20542655500396),0,78.0,147.61488,10.45,70.134224,912.0,68.10672,25.566668,166.0,78.0,22.6,26.15,24.541666,21.0,367.0,17.3,306.0,22.6,32.2,14.900002,test
1865,POINT (34.82669715545121 2.650523689665664),0,193.0,67.335655,12.483333,84.92064,546.0,56.1728,23.983334,83.0,47.0,24.716667,25.116667,24.225,9.0,210.0,17.4,75.0,23.416666,32.1,14.699999,test
1866,POINT (37.77627913656733 2.584768407694276),0,5.0,98.175575,11.924999,77.94118,263.0,104.81745,27.516666,75.0,4.0,25.566666,27.949999,26.729166,0.0,131.0,19.0,52.0,25.466667,34.3,15.299999,test
1867,POINT (38.52501640597809 -3.839638117279111),0,57.0,166.11137,10.708334,67.77427,687.0,65.54795,24.133333,116.0,57.0,21.466667,25.483334,23.570833,13.0,274.0,16.0,170.0,21.466667,31.8,15.799999,test
1868,POINT (38.329252924048546 -3.866687046900771),0,36.0,169.00555,10.983334,68.21946,692.0,74.5384,23.35,118.0,36.0,20.516666,24.633333,22.691668,8.0,277.0,14.9,202.0,20.516666,31.0,16.1,test
1869,POINT (38.39520014431592 0.009300605939172),0,0.0,107.67164,10.333334,74.879234,421.0,127.57826,25.65,138.0,0.0,23.816666,26.5,25.275,0.0,235.0,18.7,149.0,23.816666,32.5,13.799999,test
1870,POINT (38.79458136240619 3.429927613170324),0,15.0,155.54886,10.316667,66.559135,413.0,102.488205,26.0,125.0,14.0,23.65,27.383333,25.3,4.0,224.0,18.4,67.0,23.383333,33.9,15.500002,test
1871,POINT (37.00214421063694 2.654035662728595),0,22.0,89.0129,9.908333,76.21795,309.0,86.52078,24.666666,78.0,19.0,23.0,25.116667,24.0125,2.0,147.0,17.7,65.0,22.85,30.7,13.0,test
1872,POINT (40.07071905325656 -1.063754284363152),0,28.0,136.1671,9.225,68.333336,405.0,90.36259,27.95,93.0,28.0,25.7,29.116667,27.5375,6.0,180.0,21.2,141.0,25.7,34.7,13.5,test
1873,POINT (38.98288771759999 3.481227671246125),0,19.0,166.41212,9.358334,63.66213,454.0,102.77481,25.4,136.0,17.0,22.966667,26.933334,24.695833,5.0,248.0,18.3,69.0,22.666666,33.0,14.700001,test
1874,POINT (35.24124306988872 1.14076157228402),0,477.0,69.7764,11.208333,81.21981,1249.0,53.72562,15.016667,186.0,113.0,16.333332,16.766666,15.8875,27.0,477.0,9.5,253.0,15.016667,23.3,13.799999,test
1875,POINT (36.52868586733725 2.244533650816954),0,28.0,70.72541,14.458334,87.098404,222.0,78.43121,29.416668,54.0,21.0,28.25,29.566666,28.670834,3.0,110.0,20.5,87.0,27.766666,37.1,16.599998,test
1876,POINT (40.406666356894206 -0.994129921998424),0,55.0,129.24825,8.658334,68.17586,426.0,73.29611,28.5,88.0,47.0,25.866667,29.0,27.4875,5.0,179.0,21.6,128.0,25.766666,34.3,12.699999,test
1877,POINT (35.2473127800932 4.299810065419956),0,76.0,71.42889,15.058333,86.04762,428.0,62.26021,28.2,90.0,60.0,28.5,28.983334,27.945833,11.0,195.0,19.5,86.0,27.216667,37.0,17.5,test
1878,POINT (37.487290798634696 -2.022547976844015),0,14.0,139.46327,11.083333,70.14768,732.0,93.07698,21.6,177.0,9.0,19.383333,22.583334,21.1,1.0,329.0,13.6,285.0,19.066666,29.4,15.799999,test
1879,POINT (39.484509238556264 1.174890890140775),0,3.0,95.75061,10.95,76.57342,307.0,134.0527,28.65,116.0,3.0,26.55,28.9,27.8,1.0,153.0,21.1,149.0,26.55,35.4,14.300001,test
1880,POINT (39.30020707545425 3.370892701317682),0,12.0,160.47516,10.3,65.605095,408.0,109.239235,25.816666,128.0,12.0,23.133333,27.266666,25.075,4.0,224.0,18.2,58.0,23.133333,33.9,15.700001,test
1881,POINT (35.67876068525368 -0.292937035207681),0,443.0,67.94048,12.65,81.6129,1254.0,47.43729,12.4,195.0,153.0,13.6,14.083333,13.225,38.0,447.0,6.2,305.0,12.366667,21.7,15.500001,test
1882,POINT (35.061452345226016 0.351881006867931),0,493.0,88.89366,12.475,80.48388,1447.0,43.426067,17.966667,200.0,166.0,18.466667,19.033333,17.929167,46.0,502.0,10.8,350.0,16.8,26.3,15.499999,test
1883,POINT (37.19877731065674 -0.724624017413428),0,58.0,112.79508,11.8,76.129036,1074.0,98.88956,21.583334,289.0,48.0,19.633333,21.866667,20.9,12.0,578.0,13.8,411.0,19.433332,29.3,15.499999,test
1884,POINT (37.20741513705481 1.164175034811224),0,25.0,71.14194,12.691667,82.41342,704.0,92.816025,21.333334,182.0,25.0,19.633333,21.333334,20.420834,8.0,354.0,12.9,294.0,19.633333,28.3,15.4,test
1885,POINT (38.12363937841015 -3.688653841943276),0,25.0,169.33638,11.241667,68.967285,622.0,77.09867,23.633333,104.0,25.0,20.666666,24.766666,22.879168,5.0,258.0,15.0,185.0,20.666666,31.3,16.3,test
1886,POINT (39.28283726603928 1.189133241773158),0,0.0,90.46181,11.65,77.666664,297.0,137.85164,28.666668,115.0,0.0,26.666666,28.916668,27.866667,0.0,150.0,21.0,149.0,26.666666,36.0,15.0,test
1887,POINT (39.80953494989188 -0.355730571259041),0,14.0,125.163536,9.933333,71.98068,351.0,104.7197,28.216667,93.0,14.0,26.45,29.633333,28.075,4.0,177.0,21.7,125.0,26.45,35.5,13.799999,test
1888,POINT (38.78916680268239 -0.517828329216405),0,1.0,119.37572,9.925,72.44526,476.0,133.20572,25.45,176.0,1.0,23.433334,26.433332,25.0625,0.0,303.0,18.6,146.0,23.433334,32.3,13.699999,test
1889,POINT (34.41420198678904 4.282326458250393),0,127.0,98.58373,13.425,81.85975,531.0,48.059658,26.683334,89.0,67.0,26.95,27.45,26.1125,8.0,205.0,18.5,97.0,24.933334,34.9,16.400002,test
1890,POINT (36.555830242637235 1.463001452969594),0,80.0,72.471245,13.025,83.49359,494.0,61.567413,23.116667,98.0,73.0,21.55,23.116667,22.145834,14.0,224.0,14.3,224.0,21.283333,29.9,15.599999,test
1891,POINT (36.659049728242124 1.546742159105689),0,74.0,77.110466,12.541667,82.51096,537.0,61.936726,21.116667,104.0,74.0,19.183334,21.116667,20.0875,15.0,244.0,12.5,244.0,19.183334,27.7,15.200001,test
1892,POINT (36.84406148983184 -0.201478124857939),0,114.0,65.48623,13.908333,79.02462,791.0,47.712112,16.95,125.0,114.0,15.583333,16.95,16.129166,28.0,283.0,7.3,283.0,15.583333,24.9,17.599998,test
1893,POINT (34.2505402437944 0.190534310087778),0,314.0,61.895573,11.716667,83.69047,1550.0,41.895607,22.666666,246.0,232.0,22.883333,23.116667,22.341667,50.0,596.0,15.7,273.0,21.533333,29.7,14.000001,test
1894,POINT (36.764038412930894 1.680142532431018),0,48.0,72.75296,13.291667,83.59539,474.0,69.06763,21.933332,99.0,48.0,20.15,21.933332,20.970833,10.0,222.0,13.0,222.0,20.15,28.9,15.9,test
1895,POINT (38.155134054672985 0.016445265106198),0,3.0,108.04038,11.216666,75.78829,534.0,121.274445,24.5,163.0,3.0,22.633333,25.3,24.1,1.0,286.0,17.0,194.0,22.633333,31.8,14.799999,test
1896,POINT (37.306822936130736 2.219178884560012),0,10.0,80.973015,12.424999,82.83333,292.0,98.33671,26.65,80.0,9.0,24.816668,26.8,25.804167,1.0,149.0,18.2,127.0,24.75,33.2,15.0,test
1897,POINT (38.710340182606686 0.451975761881298),0,0.0,95.520905,11.183333,78.205124,391.0,132.99246,25.833332,128.0,0.0,24.4,26.816666,25.683332,0.0,211.0,18.9,158.0,24.4,33.2,14.300001,test
1898,POINT (39.26560414235282 0.039458686831157),0,4.0,111.647446,10.25,74.27536,323.0,123.55456,27.083334,105.0,4.0,25.433334,28.283333,26.916666,1.0,188.0,20.4,110.0,25.433334,34.2,13.800001,test
1899,POINT (37.22418958681479 2.311301875657739),0,11.0,80.46268,12.383334,82.55555,275.0,97.30021,26.716667,76.0,10.0,24.966667,26.916666,25.916666,1.0,138.0,18.4,120.0,24.883333,33.4,15.000002,test
1900,POINT (39.28942456491089 -2.099926315982573),0,56.0,136.32278,9.691667,69.22618,641.0,75.303635,27.0,132.0,56.0,24.733334,28.116667,26.570833,13.0,296.0,19.9,187.0,24.733334,33.9,14.000002,test
1901,POINT (40.94829321304354 2.888239858674975),0,6.0,128.05952,11.716667,72.77434,323.0,119.21084,28.216667,97.0,6.0,25.55,28.783333,27.141666,1.0,158.0,20.0,133.0,25.55,36.1,16.099998,test
1902,POINT (37.8769638640936 -3.396712645750312),0,40.0,171.53716,11.183333,67.77778,756.0,84.87332,22.633333,184.0,36.0,19.816668,23.816666,21.925,10.0,374.0,14.3,199.0,19.633333,30.8,16.5,test
1903,POINT (36.68718782001971 -0.548279073364965),0,318.0,88.92881,10.683333,78.553925,1460.0,38.045948,10.966667,206.0,209.0,10.283334,11.033333,10.041667,42.0,509.0,3.8,399.0,8.85,17.4,13.599999,test
1904,POINT (37.94976966760738 -0.142393393754189),0,3.0,115.47251,11.225,74.833336,591.0,118.48015,24.0,167.0,2.0,22.283333,24.716667,23.470833,0.0,303.0,16.3,228.0,21.883333,31.3,15.0,test
1905,POINT (35.10926087713786 1.92838920632625),0,278.0,64.612785,11.958333,83.6247,748.0,53.529186,20.5,116.0,68.0,21.466667,21.9,21.054167,15.0,284.0,14.4,175.0,20.233334,28.7,14.300001,test
1906,POINT (36.42807075996963 -0.943949755822853),0,112.0,127.07967,14.266666,76.29233,813.0,59.383053,17.2,169.0,104.0,14.816667,17.75,16.408333,31.0,359.0,8.0,165.0,14.6,26.7,18.7,test
1907,POINT (35.39407378265744 4.899870010461885),0,197.0,85.82377,13.408334,82.767494,805.0,44.464443,26.916668,133.0,112.0,27.4,27.883333,26.595833,26.0,317.0,19.1,144.0,25.733334,35.3,16.199999,test
1908,POINT (37.8989813339908 2.420132143134448),0,3.0,108.274155,11.191667,75.61938,304.0,105.83891,25.266666,85.0,2.0,23.116667,25.733334,24.4125,0.0,146.0,17.1,65.0,23.0,31.9,14.799999,test
1909,POINT (38.12979019184881 1.005604966240671),0,0.0,79.91829,11.625,80.17241,394.0,122.248,24.75,121.0,0.0,23.783333,25.75,24.7875,0.0,197.0,17.8,165.0,23.783333,32.3,14.5,test
1910,POINT (39.35065599276644 -0.904765789499999),0,16.0,129.3947,10.141666,71.42019,462.0,106.27705,27.733334,131.0,16.0,25.566668,28.833334,27.329166,3.0,251.0,20.6,151.0,25.566668,34.8,14.199999,test
1911,POINT (37.94976966760738 -0.142393393754189),0,3.0,115.47251,11.225,74.833336,591.0,118.48015,24.0,167.0,2.0,22.283333,24.716667,23.470833,0.0,303.0,16.3,228.0,21.883333,31.3,15.0,test
1912,POINT (35.571959194046116 3.588488862533414),0,38.0,60.62023,13.658333,88.11828,249.0,72.646454,29.183332,59.0,24.0,28.699999,29.483334,28.804167,6.0,123.0,21.3,55.0,28.099998,36.8,15.5,test
1913,POINT (38.54746388185939 -1.253140777718738),0,9.0,125.57973,9.075,69.80769,810.0,120.057915,22.5,268.0,9.0,20.216667,23.35,22.004166,2.0,477.0,15.9,263.0,20.216667,28.9,13.0,test
1914,POINT (36.86830094989835 0.496191059905028),0,142.0,64.70649,14.858334,82.546295,867.0,70.29211,19.716667,193.0,97.0,18.75,19.716667,18.8625,21.0,391.0,10.1,391.0,18.2,28.1,18.0,test
1915,POINT (35.67480846171191 4.513087305959767),0,77.0,74.60373,14.441667,84.95098,468.0,62.185574,28.55,93.0,60.0,27.9,29.5,28.370832,15.0,216.0,20.3,100.0,27.7,37.3,17.0,test
1916,POINT (37.01361003930181 2.492859810624513),0,15.0,79.31047,11.816667,80.93607,254.0,88.94165,26.3,64.0,13.0,24.666666,26.566666,25.591667,1.0,122.0,18.4,108.0,24.566666,33.0,14.6,test
1917,POINT (39.38087659344366 1.353308918081773),0,3.0,96.698326,10.958333,76.6317,313.0,132.31992,28.583332,116.0,3.0,26.483334,28.883333,27.7375,1.0,156.0,21.1,151.0,26.483334,35.4,14.300001,test
1918,POINT (40.853869226278015 0.480207333326922),0,29.0,133.50748,11.0,71.89543,375.0,92.685555,28.666668,95.0,26.0,27.066668,30.316668,28.633333,6.0,164.0,21.7,129.0,26.933334,37.0,15.299999,test
1919,POINT (40.68481259130168 0.435288572690063),0,24.0,129.69075,10.650001,71.4765,350.0,95.94884,28.65,90.0,22.0,27.066666,30.25,28.616667,6.0,158.0,21.8,123.0,26.966667,36.7,14.900002,test
1920,POINT (35.19348497413514 3.931824183824001),0,60.0,70.02707,14.566667,86.19328,341.0,65.98848,28.416666,75.0,44.0,27.733334,29.016666,28.058332,8.0,160.0,20.0,70.0,27.266666,36.9,16.900002,test
1921,POINT (38.78916680268239 -0.517828329216405),0,1.0,119.37572,9.925,72.44526,476.0,133.20572,25.45,176.0,1.0,23.433334,26.433332,25.0625,0.0,303.0,18.6,146.0,23.433334,32.3,13.699999,test
1922,POINT (38.245610851792335 1.942008071899577),0,2.0,87.9426,12.224999,78.36538,321.0,119.52912,27.416668,104.0,2.0,25.516666,27.7,26.629168,0.0,159.0,19.1,153.0,25.516666,34.7,15.6,test
1923,POINT (37.9151498985358 -0.106957896682965),0,7.0,115.25662,11.333334,75.555565,665.0,114.62503,23.516666,183.0,6.0,21.800001,24.183334,22.975,1.0,335.0,15.8,255.0,21.366667,30.8,14.999999,test
1924,POINT (40.82522595362545 2.755538458550051),0,8.0,129.59438,11.666666,72.916664,338.0,117.00911,28.2,102.0,8.0,25.483334,28.75,27.108334,1.0,165.0,20.0,140.0,25.483334,36.0,16.0,test
1925,POINT (39.15524849493734 -2.865572739115929),0,100.0,140.85979,9.991667,69.87179,808.0,63.18567,26.416666,138.0,79.0,24.133333,27.516666,25.9625,23.0,331.0,19.1,237.0,24.1,33.4,14.300001,test
1926,POINT (40.743883965063375 -1.5648698312636),0,168.0,118.74979,7.6333327,67.55162,662.0,78.89483,27.233334,159.0,39.0,28.449999,28.616667,27.233334,4.0,356.0,22.0,141.0,25.666666,33.3,11.299999,test
1927,POINT (35.11992641166222 4.124868136966694),0,69.0,71.37719,14.816667,86.64716,384.0,62.824413,28.283333,81.0,53.0,27.55,28.95,27.941666,9.0,176.0,19.8,78.0,27.15,36.9,17.100002,test
1928,POINT (34.898565673195264 -0.177470290292804),0,240.0,67.41437,13.083333,84.4086,1193.0,38.173126,23.216667,186.0,221.0,23.65,23.866667,23.008333,56.0,470.0,15.6,266.0,22.15,31.1,15.5,test
1929,POINT (37.405397864720285 1.044189809688668),0,16.0,68.32826,12.141666,83.162094,498.0,96.54881,23.733334,125.0,15.0,22.35,23.783333,22.9375,4.0,238.0,15.9,208.0,22.216667,30.5,14.6,test
1930,POINT (36.18125169587936 0.281259764856763),0,302.0,65.24286,13.991667,82.79093,1006.0,46.69046,19.216667,151.0,114.0,19.15,19.816666,18.945833,28.0,375.0,10.9,249.0,18.166666,27.8,16.9,test
1931,POINT (39.87787790188268 -1.468901995303938),0,54.0,139.30225,9.341667,66.72618,464.0,67.30611,27.7,92.0,54.0,25.583334,29.0,27.4125,9.0,195.0,20.9,77.0,25.583334,34.9,14.000002,test
1932,POINT (38.89418506896611 -0.24989572337636),0,0.0,112.985504,10.691667,74.24768,350.0,131.78683,26.933334,126.0,0.0,25.15,28.016666,26.670834,0.0,219.0,19.8,111.0,25.15,34.2,14.400002,test
1933,POINT (38.99259858635846 -0.187279978287297),0,2.0,112.32732,11.183333,75.56307,329.0,127.778625,27.55,111.0,2.0,25.8,28.65,27.308332,0.0,197.0,20.2,110.0,25.8,35.0,14.799999,test
